id_client,nom_famille,sexe,email,Année,tranche_revenus,enfants,Somme de enfant_conduite_accompagne,adresse,lat,lon,date_demande,etat_dossier,formule,tranche_devis,type_vehicule,age_vehicule,est_rouge,usage_vehicule,type_conduite,Somme de points_perdus
639006903,Allain,M,zlemoine@sfr.fr,1931,< 20k€,false,0,38 Rue Jules Verne 44700 Orvault,47.251804,'-1.619736,2022-04-14 05:13:00,complet,dev_premium,300-400€,z_SUV,16,no,Private,z_Highly Rural/ Rural,0
640048389,Allard,F,uhebert@yahoo.fr,1970,40k-60k€,false,0,33 Rue du Maréchal Lannes 31130 Balma,43.607026,1.509539,2022-02-01 04:48:31,complet,dev_express,200-300€,Minivan,6,no,Private,Highly Urban/ Urban,4
990812546,Allard-Ledoux,M,laurent08@tele2.fr,2007,40k-60k€,false,0,6BIS Ancienne Route Anc Rte de Montagny 21250 Pagny-le-Château,47.044867,5.200976,2022-02-15 05:03:41,complet,dev_express,200-300€,z_SUV,11,no,Private,Highly Urban/ Urban,0
594117257,Alves,M,hortense12@club-internet.fr,2013,60k-80k€,true,0,2 Rue de la Paix 25800 Valdahon,47.151546,6.346353,2022-04-13 19:59:01,complet,dev_premium,300-400€,Minivan,9,no,Private,Highly Urban/ Urban,2
69206496,Alves de la Vaillant,M,sleduc@ifrance.com,1956,80k-100k€,true,0,6 Route du Montholon 89300 Paroy-sur-Tholon,47.953923,3.374648,2022-03-30 17:53:06,complet,dev_express,200-300€,Minivan,9,no,Commercial,z_Highly Rural/ Rural,3
371800250,Andre,M,bonnetsabine@noos.fr,1941,< 20k€,false,0,113 Rue des Amandiers 49260 Montreuil-Bellay,47.128911,'-0.14318,2022-03-26 11:54:31,complet,dev_integral,300-400€,Pickup,7,no,Commercial,Highly Urban/ Urban,4
549927672,Andre,M,michel23@live.com,1968,40k-60k€,false,0,1 Rue de Besançon 25300 Doubs,46.922308,6.343683,2022-05-03 13:03:51,complet,dev_express,200-300€,Minivan,14,no,Private,Highly Urban/ Urban,2
393735825,Andre-Renault,M,mfischer@bouygtel.fr,2007,100k-120k€,false,0,105 Rue Guynemer 45200 Amilly,47.994855,2.765605,2022-05-25 18:59:56,complet,dev_express,200-300€,Minivan,,no,Private,Highly Urban/ Urban,3
565148583,Arnaud,F,alain98@yahoo.fr,1941,40k-60k€,false,0,9 Rue Jean Briquet 95410 Groslay,48.98931,2.342273,2022-04-25 11:54:45,complet,dev_integral,300-400€,z_SUV,6,no,Private,Highly Urban/ Urban,0
283577004,Arnaud,F,yramos@wanadoo.fr,1958,60k-80k€,false,0,4 Rue de l'Abbaye de Secheboue 17340 Châtelaillon-Plage,46.065308,'-1.090642,2022-03-06 01:34:30,complet,dev_integral,300-400€,Minivan,13,no,Private,Highly Urban/ Urban,5
274597013,Arnaud,M,alaroche@laposte.net,1967,< 20k€,true,1,85BIS Route de Buxy 71100 Saint-Rémy,46.758194,4.831083,2022-05-21 16:11:14,complet,dev_integral,300-400€,Minivan,7,yes,Private,z_Highly Rural/ Rural,2
371976627,Arnaud,M,matthieu79@gmail.com,1998,20k-40k€,false,0,6 Rue du Parc 78980 Bréval,48.943043,1.530741,2022-03-26 15:22:17,complet,dev_express,200-300€,z_SUV,1,yes,Commercial,Highly Urban/ Urban,0
583493255,Arnaud du Blot,F,guyoteric@bouygtel.fr,1981,60k-80k€,false,0,10 Chemin des Coteaux 14123 Fleury-sur-Orne,49.162726,'-0.368226,2022-05-24 09:47:23,complet,dev_express,200-300€,Minivan,15,no,Private,Highly Urban/ Urban,0
544601009,Aubert,F,franck14@bouygtel.fr,2020,40k-60k€,false,0,7 Impasse des Cerisiers 55000 Bar-le-Duc,48.782405,5.160165,2022-02-19 13:54:09,complet,dev_express,200-300€,Pickup,17,no,Commercial,Highly Urban/ Urban,0
388307461,Aubert,F,marcelbarre@voila.fr,2012,80k-100k€,false,0,2 Rue de l'Église 79500 Saint-Génard,46.181859,'-0.135432,2022-05-17 21:03:46,complet,dev_vip,500-600€,Minivan,11,no,Private,Highly Urban/ Urban,0
652872436,Aubert de Marchand,F,henriette33@tele2.fr,1943,100k-120k€,false,0,76 Rue du Sablonat 33000 Bordeaux,44.817759,'-0.575949,2022-04-05 00:30:18,complet,dev_integral,300-400€,Pickup,1,yes,Commercial,Highly Urban/ Urban,3
577235524,Aubert du Marques,M,lerouxanais@free.fr,1992,20k-40k€,false,0,38 Rue de Matigny 80400 Douilly,49.793838,3.058011,2022-03-25 21:08:25,complet,dev_express,200-300€,Minivan,4,no,Private,Highly Urban/ Urban,1
708077771,Aubry,M,marc27@tiscali.fr,1971,20k-40k€,true,0,197 Rue Sous les Remparts 88550 Pouxeux,48.108069,6.56227,2022-04-09 20:12:42,complet,dev_integral,200-300€,Van,7,yes,Commercial,z_Highly Rural/ Rural,0
16380140,Aubry,M,nlebon@ifrance.com,1946,< 20k€,true,0,21 Avenue du Progrès 92140 Clamart,48.791304,2.256195,2022-04-05 02:47:59,complet,dev_express,200-300€,z_SUV,1,no,Private,Highly Urban/ Urban,1
581675209,Aubry de Lefèvre,M,laurentdidier@sfr.fr,1952,< 20k€,true,1,13 Rue des Couteliers 82110 Lauzerte,44.255857,1.138289,2022-01-14 11:52:33,complet,dev_integral,300-400€,Sports Car,1,no,Private,Highly Urban/ Urban,0
695733470,Auger,F,smerle@live.com,2020,80k-100k€,true,0,8 Place du Marché Couvert 34210 La Livinière,43.315769,2.636024,2022-04-11 21:52:04,complet,dev_integral,200-300€,Pickup,10,no,Private,z_Highly Rural/ Rural,0
441256216,Auger,M,moniquemoulin@hotmail.fr,1986,< 20k€,true,0,4TER Allée de la Boderie 72540 Longnes,48.021961,'-0.083361,2022-02-23 18:30:28,complet,dev_integral,200-300€,z_SUV,1,no,Private,z_Highly Rural/ Rural,1
219393180,Auger,M,rousseteugene@orange.fr,1963,> 120k€,false,0,35B Rue de Sargé 72000 Le Mans,48.015381,0.211265,2022-03-26 09:04:08,complet,dev_integral,300-400€,Minivan,22,no,Private,Highly Urban/ Urban,7
937542593,Auger-Valentin,M,lelievreetienne@tiscali.fr,1996,> 120k€,false,0,78 Avenue Edouard Hérriot 39300 Champagnole,46.750718,5.896005,2022-03-01 15:58:26,complet,dev_integral,200-300€,Pickup,1,yes,Private,Highly Urban/ Urban,0
803840924,Bailly de Labbé,F,mailletmatthieu@laposte.net,1931,< 20k€,true,1,69 Rue Chazière 69004 Lyon,45.779043,4.815808,2022-04-29 12:31:08,complet,dev_integral,300-400€,z_SUV,4,no,Private,z_Highly Rural/ Rural,0
809433095,Barbe,F,vasseurbrigitte@club-internet.fr,1953,60k-80k€,false,0,50 Chemin de la Bouissane 84110 Vaison-la-Romaine,44.238204,5.066257,2022-04-16 00:13:11,complet,dev_integral,200-300€,Pickup,11,no,Private,Highly Urban/ Urban,4
784157785,Barbe,M,aguillot@bouygtel.fr,1939,100k-120k€,false,0,3 Rue de l'Église 55210 Chaillon,48.947371,5.639157,2022-03-04 08:26:14,complet,dev_express,200-300€,Minivan,18,yes,Private,z_Highly Rural/ Rural,0
227625585,Barbe,M,rodriguezfranck@tiscali.fr,1999,< 20k€,true,2,13 Rue du Neptune 34830 Jacou,43.660714,3.927713,2022-02-21 08:59:46,complet,dev_express,200-300€,z_SUV,8,no,Commercial,z_Highly Rural/ Rural,0
751140703,Barbier,F,idelmas@ifrance.com,1934,40k-60k€,false,0,165 Rue des Entrepreneurs 86550 Mignaloux-Beauvoir,46.539591,0.401393,2022-04-20 00:32:14,complet,dev_express,200-300€,Sports Car,8,no,Private,Highly Urban/ Urban,4
45380209,Barbier,M,pereiramarc@ifrance.com,1985,60k-80k€,false,0,3 Rue du Mississipi 17220 Salles-sur-Mer,46.117642,'-1.0255,2022-03-22 17:53:29,complet,dev_express,200-300€,Van,4,no,Commercial,Highly Urban/ Urban,0
476352722,Baron Le François,F,oceane00@noos.fr,1970,< 20k€,true,0,5 Place du Général de Gaulle 61110 Rémalard,48.428534,0.772486,2022-02-08 16:14:23,complet,dev_integral,300-400€,Pickup,6,no,Private,Highly Urban/ Urban,0
596752979,Barre,F,valerieleclerc@hotmail.fr,1976,> 120k€,false,0,172 Impasse Voltaire 60250 Bury,49.314941,2.336347,2022-04-17 06:36:00,complet,dev_premium,300-400€,Minivan,17,no,Private,Highly Urban/ Urban,6
117358712,Barthelemy,M,brunelpatrick@noos.fr,2020,< 20k€,true,0,2 Rue Havin 50000 Saint-Lô,49.115014,'-1.090572,2022-01-14 18:08:05,complet,dev_express,200-300€,z_SUV,8,no,Private,Highly Urban/ Urban,2
757021407,Barthelemy,M,qpruvost@yahoo.fr,2019,< 20k€,true,1,11 Chemin de la Rue des Hers 38350 La Mure,44.904029,5.787522,2022-04-01 01:13:47,complet,dev_integral,300-400€,Minivan,4,no,Commercial,z_Highly Rural/ Rural,0
333567382,Bazin,F,bernadetteduhamel@club-internet.fr,1931,,false,0,77 Rue Jean Moulin 8700 Nouzonville,49.812833,4.731231,2022-01-22 15:35:39,complet,dev_integral,200-300€,Pickup,17,yes,Commercial,Highly Urban/ Urban,0
131474282,Bazin,M,alfred41@orange.fr,1980,,true,0,15 Boulevard Marceau 32600 L'Isle-Jourdain,43.613076,1.079073,2022-01-21 17:55:18,complet,dev_integral,200-300€,Pickup,8,yes,Commercial,z_Highly Rural/ Rural,0
459294600,Bazin du Louis,F,brigitte39@hotmail.fr,1950,60k-80k€,false,0,182 Rue Thiers 40700 Hagetmau,43.653489,'-0.594081,2022-03-10 06:59:20,complet,dev_express,200-300€,z_SUV,5,no,Private,Highly Urban/ Urban,5
837810448,Becker,F,hrey@orange.fr,1963,20k-40k€,false,0,24 Rue du Bac d'Ablon 91230 Montgeron,48.71241,2.436514,2022-05-27 17:51:45,complet,dev_premium,400-500€,z_SUV,9,no,Private,z_Highly Rural/ Rural,1
588735599,Becker,M,celine01@wanadoo.fr,1938,40k-60k€,true,0,41 Avenue Jean Patureau Francoeur 36000 Châteauroux,46.785571,1.705906,2022-01-09 22:09:48,complet,dev_integral,300-400€,Van,13,yes,Commercial,Highly Urban/ Urban,0
794040462,Becker,M,grenieralice@ifrance.com,1943,80k-100k€,true,0,7 Rue de la Gare 57230 Bitche,49.048866,7.430862,2022-03-02 15:25:05,complet,dev_integral,300-400€,Panel Truck,1,no,Commercial,z_Highly Rural/ Rural,0
447265219,Becker,M,therese45@orange.fr,2005,40k-60k€,false,0,11 Rue Odolant Desnos 61000 Alençon,48.432327,0.09614,2022-04-28 17:36:46,complet,dev_integral,300-400€,Van,18,no,Private,Highly Urban/ Urban,0
686791659,Becker,M,ygauthier@live.com,1956,40k-60k€,false,0,10 Rue des Grands Champs 73460 Frontenex,45.632036,6.312182,2022-03-09 03:43:53,complet,dev_premium,300-400€,z_SUV,10,no,Private,Highly Urban/ Urban,1
37965490,Bègue,F,maillardpaulette@ifrance.com,1968,60k-80k€,false,0,13 Rue des Grands Champs 58000 Nevers,46.991356,3.183036,2022-01-27 11:04:39,complet,dev_premium,400-500€,z_SUV,,no,Private,Highly Urban/ Urban,3
96173378,Bègue de Hoarau,M,martinevallet@noos.fr,1958,80k-100k€,false,0,14 Avenue du Cap Béar 66000 Perpignan,42.676753,2.907119,2022-02-02 00:42:41,complet,dev_integral,200-300€,z_SUV,1,no,Commercial,Highly Urban/ Urban,6
272342712,Bègue-Gaillard,F,wmarion@orange.fr,1966,60k-80k€,false,0,55 Rue du Château 80480 Pont-de-Metz,49.878126,2.242903,2022-03-06 05:04:22,complet,dev_integral,300-400€,z_SUV,10,no,Private,Highly Urban/ Urban,2
753800009,Benard,F,elise05@laposte.net,1989,< 20k€,true,1,22 Avenue Bernadotte 64110 Jurançon,43.28449,'-0.381338,2022-01-03 08:13:56,complet,dev_express,200-300€,z_SUV,10,no,Private,Highly Urban/ Urban,0
160730761,Benard,F,kbenard@live.com,2018,40k-60k€,true,1,385 Route Dufresne Sommeiller 74250 La Tour,46.132312,6.411798,2022-04-08 14:50:30,complet,dev_integral,200-300€,z_SUV,9,no,Private,Highly Urban/ Urban,0
31091202,Benard du Jacquot,F,marineduhamel@ifrance.com,1986,> 120k€,false,0,13 Rue Traversière 43220 Dunières,45.216855,4.346874,2022-03-31 19:09:35,complet,dev_premium,500-600€,Panel Truck,15,no,Commercial,Highly Urban/ Urban,0
551754915,Benoit,F,sebastienjean@ifrance.com,2008,,false,0,3 Rue Georges Bernanos 18000 Bourges,47.080785,2.382198,2022-03-14 05:31:29,complet,dev_vip,> 600€,z_SUV,9,no,Commercial,Highly Urban/ Urban,4
999482663,Benoit,F,xnoel@voila.fr,1954,20k-40k€,false,0,10 Chemin de Chapitre 74290 Veyrier-du-Lac,45.881966,6.176773,2022-02-08 09:59:30,complet,dev_integral,300-400€,z_SUV,9,no,Private,Highly Urban/ Urban,0
351251758,Benoit,M,cpetit@wanadoo.fr,1959,20k-40k€,true,0,8 Rue des Sorbiers 51400 Les Petites-Loges,49.13362,4.2307,2022-03-27 04:34:07,complet,dev_integral,300-400€,Van,1,yes,Commercial,Highly Urban/ Urban,2
685834429,Benoit,M,xmarechal@bouygtel.fr,2012,60k-80k€,true,0,11 Avenue des Rémorets 3600 Commentry,46.277272,2.742161,2022-05-06 19:13:16,complet,dev_integral,200-300€,z_SUV,11,no,Commercial,Highly Urban/ Urban,0
960646647,Benoit-Guillon,M,claudeduval@sfr.fr,1966,< 20k€,false,0,34 Rue du Colonel Fabien 95140 Garges-lès-Gonesse,48.973533,2.388441,2022-05-24 17:45:20,complet,dev_express,200-300€,z_SUV,1,no,Private,Highly Urban/ Urban,1
204838758,Benoit-Mallet,M,paultecher@live.com,1963,< 20k€,true,0,132 Rue André Dumontois 60400 Noyon,49.58553,3.006011,2022-02-08 03:10:28,complet,dev_express,200-300€,Minivan,11,yes,Private,Highly Urban/ Urban,2
290532681,Berger,F,blotbernadette@bouygtel.fr,2006,100k-120k€,false,0,21 Route de Felletin 23100 La Courtine,45.708355,2.25454,2022-02-12 20:23:14,complet,dev_premium,300-400€,z_SUV,17,no,Private,Highly Urban/ Urban,0
202001712,Bernard,M,bboyer@orange.fr,1986,> 120k€,true,0,2 Chemin de l'Osselet 36200 Saint-Marcel,46.603673,1.522943,2022-03-19 20:36:55,complet,dev_premium,300-400€,z_SUV,14,no,Private,Highly Urban/ Urban,5
424197869,Bernier,F,pereiramartin@orange.fr,1965,100k-120k€,false,0,9 Place des États-Unis 2400 Château-Thierry,49.044585,3.400343,2022-05-15 03:11:09,complet,dev_premium,300-400€,Minivan,13,no,Private,Highly Urban/ Urban,4
13509551,Bernier,M,massonantoinette@laposte.net,2002,60k-80k€,false,0,8 Rue Jean Bouvart 28190 Saint-Luperce,48.436529,1.312905,2022-04-21 12:08:35,complet,dev_express,200-300€,Minivan,10,yes,Private,Highly Urban/ Urban,5
715183798,Berthelot,M,colette47@tiscali.fr,1974,> 120k€,false,0,8 Allée Georges Brassens 54190 Villerupt,49.45774,5.923913,2022-03-17 06:56:10,complet,dev_integral,300-400€,Pickup,19,no,Private,Highly Urban/ Urban,0
818621338,Berthelot,M,honore21@hotmail.fr,1998,80k-100k€,true,2,1 Rue Lazare Carnot 56100 Lorient,47.744504,'-3.360169,2022-05-25 20:36:27,complet,dev_express,200-300€,z_SUV,16,no,Private,Highly Urban/ Urban,4
495762787,Berthelot,M,rpages@orange.fr,1955,60k-80k€,false,0,3 Boulevard du Docteur Goudounèche 19200 Ussel,45.546206,2.31275,2022-05-12 14:06:23,complet,dev_express,200-300€,z_SUV,11,no,Commercial,Highly Urban/ Urban,0
993778721,Berthelot de Riou,F,sylvievallet@wanadoo.fr,1987,> 120k€,false,0,116 Route de Duffort 65220 Sadournin,43.321687,0.408722,2022-02-06 04:58:24,complet,dev_integral,300-400€,Panel Truck,19,yes,Commercial,Highly Urban/ Urban,3
167293619,Bertin,F,cecile36@dbmail.com,2005,> 120k€,false,0,22 Rue Bardiaux 3200 Vichy,46.121681,3.426523,2022-01-08 16:09:39,complet,dev_express,200-300€,Panel Truck,17,yes,Commercial,z_Highly Rural/ Rural,0
197692132,Bertin,F,dianelemoine@free.fr,2014,20k-40k€,false,0,1 Square André Chènier 11400 Castelnaudary,43.314955,1.94408,2022-04-29 09:35:22,complet,dev_express,200-300€,Minivan,15,no,Private,Highly Urban/ Urban,0
864505372,Bertin,F,francoisesimon@free.fr,1995,40k-60k€,false,0,7 Rue Aude 13080 Aix-en-Provence,43.528195,5.448068,2022-01-04 16:07:33,complet,dev_premium,400-500€,Panel Truck,1,no,Commercial,Highly Urban/ Urban,1
669900520,Bertrand,F,guerinmichele@noos.fr,1956,40k-60k€,false,0,50 Chemin des Pins 34170 Castelnau-le-Lez,43.640529,3.912541,2022-04-13 16:21:06,complet,dev_express,200-300€,z_SUV,1,no,Commercial,Highly Urban/ Urban,1
904934030,Bertrand,F,ygaillard@tiscali.fr,1957,> 120k€,false,0,18 Rue de la Maltonnière 53410 Le Bourgneuf-la-Forêt,48.166026,'-0.974842,2022-03-09 15:11:04,complet,dev_integral,200-300€,z_SUV,15,no,Private,Highly Urban/ Urban,0
326820492,Bertrand,M,aime36@orange.fr,2017,20k-40k€,false,0,29 Rue d'Arradon 35000 Rennes,48.13397,'-1.672415,2022-01-25 11:38:44,complet,dev_premium,400-500€,Sports Car,1,no,Private,Highly Urban/ Urban,3
871732998,Besnard,F,parenthenriette@hotmail.fr,2016,> 120k€,false,0,16 Rue Fief des Plantes 17220 Sainte-Soulle,46.203514,'-1.036709,2022-02-09 10:27:00,complet,dev_premium,400-500€,Minivan,16,yes,Private,Highly Urban/ Urban,1
462540536,Besnard,M,agnes46@voila.fr,1978,40k-60k€,false,0,5 Rue des Romarins 32220 Lombez,43.468918,0.928072,2022-01-15 01:30:33,complet,dev_integral,300-400€,z_SUV,5,no,Commercial,Highly Urban/ Urban,0
48210951,Besson,M,agallet@live.com,2014,100k-120k€,false,0,43 Rue Elsa Triolet 21000 Dijon,47.366504,5.051664,2022-03-26 03:48:14,complet,dev_integral,300-400€,z_SUV,7,no,Private,Highly Urban/ Urban,4
102262070,Blanc,F,courtoissabine@tele2.fr,1978,> 120k€,false,0,29 Rue Proust 49000 Angers,47.467501,'-0.542013,2022-03-15 03:25:16,complet,dev_premium,400-500€,Van,10,yes,Commercial,Highly Urban/ Urban,3
519292395,Blanc,M,susanhoareau@tele2.fr,1945,< 20k€,false,0,12 Rue de l'Aiguille 11100 Bages,43.123919,2.98939,2022-02-10 01:05:21,complet,dev_express,200-300€,z_SUV,10,no,Private,Highly Urban/ Urban,2
570595259,Blanchard,F,christellepoulain@live.com,1994,20k-40k€,true,0,2 Rue de Normandie 42400 Saint-Chamond,45.47994,4.53159,2022-01-01 10:42:24,complet,dev_integral,300-400€,Van,9,no,Private,Highly Urban/ Urban,4
726538399,Blanchard,F,michelegauthier@yahoo.fr,1958,40k-60k€,true,0,104 Rue Marquiset 70800 Fontaine-lès-Luxeuil,47.861388,6.331156,2022-03-20 10:44:08,complet,dev_express,200-300€,Minivan,6,no,Commercial,Highly Urban/ Urban,2
251992241,Blanchard,M,elisabethperrin@tiscali.fr,1969,20k-40k€,true,1,27BIS Rue de Glatigny 27200 Vernon,49.09099,1.457175,2022-05-15 02:01:28,complet,dev_integral,200-300€,Van,1,yes,Commercial,Highly Urban/ Urban,1
490269648,Blanchard,M,susan36@orange.fr,1966,40k-60k€,false,0,2 Avenue Centrale 4160 Château-Arnoux-Saint-Auban,44.098996,6.009053,2022-01-06 06:25:05,complet,dev_express,200-300€,Minivan,12,yes,Private,Highly Urban/ Urban,0
835221275,Blanchet,F,frederique13@free.fr,1970,20k-40k€,true,0,10 Chemin de Saint-Georges 1000 Bourg-en-Bresse,46.223263,5.231383,2022-03-27 02:40:21,complet,dev_express,200-300€,Pickup,6,yes,Private,Highly Urban/ Urban,2
578135332,Blanchet,F,lucas72@gmail.com,2019,< 20k€,false,0,445 Rue de la Vôge 88220 Dounoux,48.101264,6.444869,2022-05-26 01:21:38,complet,dev_integral,200-300€,Minivan,1,no,Private,z_Highly Rural/ Rural,0
302263778,Blanchet de Ferrand,M,leducbernadette@free.fr,2000,> 120k€,true,0,15 Rue Hippolyte Taine 8000 Charleville-Mézières,49.775186,4.722361,2022-02-07 03:36:40,complet,dev_integral,300-400€,Minivan,16,yes,Private,Highly Urban/ Urban,0
667221816,Blanchet de Fournier,M,pierre10@tiscali.fr,2004,40k-60k€,false,0,8 Allée des Églantines 91190 Saint-Aubin,48.713945,2.144372,2022-04-09 21:55:44,complet,dev_integral,300-400€,Sports Car,11,no,Commercial,Highly Urban/ Urban,1
617024306,Blanchet de la Torres,M,marchandetienne@tiscali.fr,2017,< 20k€,true,2,75 Rue du Moulin 60600 Étouy,49.418194,2.362916,2022-04-09 00:17:26,complet,dev_express,200-300€,Pickup,1,yes,Commercial,Highly Urban/ Urban,2
324371208,Blin,F,alfred30@wanadoo.fr,1967,> 120k€,false,0,8 Rue des Sablières 14400 Sommervieu,49.288758,'-0.655639,2022-04-22 13:14:59,complet,dev_integral,200-300€,Panel Truck,,no,Commercial,Highly Urban/ Urban,1
593108777,Blin,F,tlacombe@bouygtel.fr,1966,40k-60k€,false,0,3 Rue Henri Dunant 37300 Joué-lès-Tours,47.352971,0.656686,2022-05-07 12:43:28,complet,dev_express,200-300€,Van,13,no,Private,Highly Urban/ Urban,3
174671893,Blin,M,lorraineandre@ifrance.com,1975,60k-80k€,false,0,22 Rue du 8 Mai 1945 6510 Gattières,43.76077,7.178754,2022-05-30 12:05:26,complet,dev_express,200-300€,Van,,yes,Commercial,Highly Urban/ Urban,5
303183248,Blin,M,philippine45@hotmail.fr,2016,< 20k€,false,0,38 Avenue Adrien Lamothe 47420 Houeillès,44.195206,0.032863,2022-05-17 09:44:30,complet,dev_express,200-300€,Minivan,12,no,Private,Highly Urban/ Urban,2
927875675,Blin-Martins,F,gonzalezgerard@dbmail.com,1967,80k-100k€,false,0,1 Rue du Faubourg Saint-Gervais 48000 Mende,44.515001,3.500796,2022-04-18 14:58:12,complet,dev_integral,300-400€,Minivan,,no,Private,Highly Urban/ Urban,0
740607512,Blondel,M,verdierdavid@voila.fr,1955,> 120k€,false,0,25BIS Rue du Clos Saint-Jacques 85640 Mouchamps,46.775512,'-1.062131,2022-03-18 04:49:48,complet,dev_integral,300-400€,Van,16,no,Commercial,Highly Urban/ Urban,3
187776372,Blot,M,hroger@yahoo.fr,2016,20k-40k€,false,0,6B Route de Joigny 89380 Appoigny,47.879916,3.526782,2022-04-26 23:23:10,complet,dev_integral,300-400€,Minivan,8,no,Private,Highly Urban/ Urban,0
976068152,Blot,M,ulacroix@bouygtel.fr,1970,60k-80k€,false,0,2 Rue Aristide Briand 90300 Offemont,47.654619,6.862631,2022-01-02 20:05:48,complet,dev_integral,300-400€,z_SUV,13,no,Private,Highly Urban/ Urban,0
184537318,Blot-Blot,M,sboucher@yahoo.fr,1969,60k-80k€,true,0,11 Rue du Fer à Cheval 55000 Combles-en-Barrois,48.749192,5.108921,2022-04-08 01:19:47,complet,dev_express,200-300€,Minivan,13,yes,Private,Highly Urban/ Urban,1
507552592,Blot-Chevallier,M,josette02@tele2.fr,1943,,true,2,1 Avenue Ridgway 64000 Pau,43.305343,'-0.347394,2022-02-13 02:19:25,complet,dev_integral,300-400€,Sports Car,1,no,Commercial,Highly Urban/ Urban,2
93412915,Bodin,F,mauricesuzanne@sfr.fr,1941,40k-60k€,true,0,8 Place du Jard 33700 Mérignac,44.844042,'-0.64036,2022-02-06 07:52:56,complet,dev_premium,400-500€,Sports Car,1,no,Commercial,Highly Urban/ Urban,5
525918644,Bonnet-Perrin,F,christelleboulay@noos.fr,1993,< 20k€,true,1,15 Rue de Clermont 63250 Chabreloche,45.87941,3.695489,2022-01-11 12:37:19,complet,dev_express,200-300€,Sports Car,6,no,Private,Highly Urban/ Urban,3
457437019,Bonnin,F,ahoarau@sfr.fr,1950,< 20k€,false,0,104 Rue de la Bergerie 54840 Gondreville,48.69158,5.972866,2022-02-28 13:38:37,complet,dev_integral,200-300€,Minivan,1,yes,Private,z_Highly Rural/ Rural,0
738856598,Bonnin,M,georges76@wanadoo.fr,1971,60k-80k€,true,0,9 Rue du Faubourg Madeleine 45000 Orléans,47.901212,1.892446,2022-02-20 07:23:01,complet,dev_premium,500-600€,Minivan,16,no,Private,Highly Urban/ Urban,5
603486842,Bonnin,M,kmartinez@hotmail.fr,2012,> 120k€,false,0,11 Rue de la Grande Fontaine 70210 Polaincourt-et-Clairefontaine,47.881216,6.067097,2022-04-14 05:42:42,complet,dev_express,200-300€,Minivan,13,no,Private,Highly Urban/ Urban,0
897417305,Bonnin,M,nmendes@wanadoo.fr,1993,,false,0,20 Route des Hameaux 14220 Saint-Laurent-de-Condel,49.04741,'-0.417362,2022-01-01 22:26:24,complet,dev_express,200-300€,Sports Car,16,no,Private,Highly Urban/ Urban,0
